Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,
2024-06-27,184.95233154296875,185.41000366210938,186.0500030517578,184.02000427246094,184.17999267578125,18848900
2024-06-28,181.70037841796875,182.14999389648438,185.1300048828125,181.9600067138672,184.32000732421875,29156600
2024-07-01,182.53831481933594,182.99000549316406,183.8800048828125,181.3000030517578,183.02999877929688,16006100
2024-07-02,184.78274536132812,185.24000549316406,185.57000732421875,181.55999755859375,182.0500030517578,17372500
2024-07-03,185.361328125,185.82000732421875,186.08999633789062,184.0,184.85000610351562,10242100
2024-07-05,190.1295166015625,190.60000610351562,190.86000061035156,185.8000030517578,185.86000061035156,20967500
2024-07-08,188.56338500976562,189.02999877929688,190.1699981689453,187.77999877929688,189.89999389648438,21035900
2024-07-09,188.51351928710938,188.97999572753906,191.36000061035156,188.72000122070312,190.30999755859375,15121400
2024-07-10,190.70806884765625,191.17999267578125,191.75,189.02999877929688,189.14999389648438,15952500
2024-07-11,185.1119384765625,185.57000732421875,190.86000061035156,185.0800018310547,189.85000610351562,25625800
2024-07-12,184.61317443847656,185.07000732421875,187.11000061035156,184.49000549316406,185.0800018310547,22898400
2024-07-15,186.06954956054688,186.52999877929688,188.24000549316406,184.9199981689453,184.9199981689453,16474000
2024-07-16,183.46600341796875,183.9199981689453,188.67999267578125,183.3699951171875,187.36000061035156,18290700
2024-07-17,180.5731658935547,181.02000427246094,183.5500030517578,179.89999389648438,182.97000122070312,20734100
2024-07-18,177.2513885498047,177.69000244140625,182.5,176.47000122070312,181.92999267578125,25315700
2024-07-19,177.22146606445312,177.66000366210938,180.2899932861328,177.1300048828125,178.8800048828125,18881900
2024-07-22,181.2215576171875,181.6699981689453,182.6999969482422,180.22999572753906,180.58999633789062,24100300
2024-07-23,181.3412628173828,181.7899932861328,183.61000061035156,181.5399932861328,182.0500030517578,36352700
2024-07-24,172.20387268066406,172.6300048828125,176.19000244140625,171.82000732421875,173.60000610351562,49585200
2024-07-25,166.86708068847656,167.27999877929688,173.4199981689453,167.19000244140625,172.52000427246094,44852000
2024-07-26,166.5877685546875,167.0,168.08999633789062,164.05999755859375,167.14999389648438,41336900
2024-07-29,169.1115264892578,169.52999877929688,170.42999267578125,167.99000549316406,168.8300018310547,20293800
2024-07-30,169.86964416503906,170.2899932861328,171.22999572753906,168.44000244140625,170.24000549316406,18959700
2024-07-31,171.11656188964844,171.5399932861328,174.25,170.00999450683594,173.24000549316406,25729100
2024-08-01,170.33848571777344,170.75999450683594,174.0500030517578,168.8800048828125,170.25,24531400
2024-08-02,166.2486114501953,166.66000366210938,168.50999450683594,164.6699981689453,166.44000244140625,29130100
2024-08-05,158.85690307617188,159.25,164.42999267578125,154.92999267578125,155.5,53630700
2024-08-06,157.89926147460938,158.2899932861328,160.57000732421875,156.41000366210938,159.3300018310547,49004600
2024-08-07,158.54766845703125,158.94000244140625,162.97999572753906,158.47000122070312,161.25,25138600
2024-08-08,161.63003540039062,162.02999877929688,163.69000244140625,160.2100067138672,160.50999450683594,25578800
2024-08-09,163.2659912109375,163.6699981689453,163.7899932861328,159.05999755859375,160.00999450683594,28602300
2024-08-12,161.88938903808594,162.2899932861328,164.89999389648438,161.83999633789062,164.35000610351562,15895300
2024-08-13,163.75477600097656,164.16000366210938,164.72999572753906,162.97000122070312,163.41000366210938,18551700
2024-08-14,159.97412109375,160.3699951171875,163.22000122070312,157.7100067138672,162.39999389648438,40591100
2024-08-15,160.90184020996094,161.3000030517578,161.63999938964844,159.61000061035156,160.5,31524300
2024-08-16,162.5577392578125,162.9600067138672,165.05999755859375,161.1300048828125,161.47000122070312,24208600
2024-08-19,166.25857543945312,166.6699981689453,166.69000244140625,164.25999450683594,165.27999877929688,22416200
2024-08-20,166.76731872558594,167.17999267578125,168.63999938964844,166.82000732421875,166.89999389648438,18341500
2024-08-21,165.44061279296875,165.85000610351562,166.85000610351562,164.6699981689453,165.14999389648438,22902000
2024-08-22,163.39566040039062,163.8000030517578,167.58999633789062,163.30999755859375,167.25999450683594,22493300
2024-08-23,165.21116638183594,165.6199951171875,166.17999267578125,163.8300018310547,164.72000122070312,13955700
2024-08-26,165.74984741210938,166.16000366210938,167.5500030517578,164.4600067138672,166.3800048828125,14190400
2024-08-27,164.27349853515625,164.67999267578125,166.44000244140625,164.4600067138672,165.83999633789062,11821900
2024-08-28,162.44802856445312,162.85000610351562,165.60000610351562,161.52999877929688,165.0399932861328,16407400
2024-08-29,161.3806610107422,161.77999877929688,165.97000122070312,160.25,164.30999755859375,19699800
2024-08-30,162.97671508789062,163.3800048828125,163.66000366210938,161.69000244140625,162.6199951171875,22123800
2024-09-03,156.97157287597656,157.36000061035156,161.85000610351562,156.47999572753906,161.72000122070312,38945300
2024-09-04,156.06381225585938,156.4499969482422,159.0,155.9600067138672,156.66000366210938,19353800
